t`s	v(l3bl3)`V`float	v(l3bl5)`V`float	v(l3bl2)`V`float	v(l3bl6)`V`float	v(l3bl1)`V`float	v(l3bl7)`V`float	v(l3bl0)`V`float	v(l3bl8)`V`float	v(l3bl4)`V`float	v(l3bl9)`V`float
7.0656e-08	0.715703	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.624726	NULL
7.0688e-08	NULL	NULL	NULL	NULL	NULL	0.623442	NULL	NULL	NULL	0.624803
7.072e-08	NULL	NULL	NULL	NULL	0.618512	NULL	NULL	NULL	NULL	NULL
7.0784e-08	NULL	NULL	0.628472	NULL	NULL	NULL	NULL	NULL	NULL	0.62506
7.0848e-08	NULL	0.627323	NULL	0.617581	NULL	0.623275	NULL	NULL	0.624722	NULL
7.0912e-08	NULL	NULL	NULL	NULL	0.61854	NULL	NULL	NULL	NULL	NULL
7.0976e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.624679	NULL	NULL	NULL
7.1008e-08	NULL	NULL	0.627981	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7.104e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.625193
7.1168e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.634673	NULL	NULL
7.1232e-08	0.714632	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7.1296e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.624562	NULL	NULL	NULL
7.1424e-08	NULL	NULL	0.627441	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7.168e-08	NULL	0.626792	NULL	0.616659	0.618197	0.621763	0.624467	0.634751	NULL	NULL
7.2e-08	NULL	NULL	0.626804	NULL	NULL	NULL	NULL	NULL	0.623807	NULL
7.2064e-08	NULL	0.62706	NULL	0.616659	NULL	NULL	0.624036	NULL	NULL	NULL
7.2256e-08	NULL	0.627313	0.626236	0.616606	NULL	0.621039	NULL	NULL	NULL	NULL
7.232e-08	0.714293	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.625416
7.2448e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.634935	NULL	NULL
7.248e-08	NULL	0.62714	0.625772	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7.2576e-08	0.713971	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7.264e-08	NULL	NULL	NULL	NULL	NULL	0.619983	NULL	NULL	NULL	NULL
7.2704e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.6248
7.28e-08	0.714057	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7.2832e-08	NULL	NULL	0.625565	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7.2896e-08	NULL	NULL	NULL	0.615945	NULL	0.619643	NULL	NULL	0.623447	NULL
7.296e-08	0.714169	0.626535	NULL	NULL	NULL	NULL	0.62219	NULL	NULL	NULL
7.3088e-08	NULL	NULL	NULL	NULL	0.617967	NULL	NULL	NULL	NULL	NULL
7.3152e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.634463	NULL	0.624697
7.3216e-08	NULL	NULL	0.625688	NULL	NULL	0.619576	NULL	NULL	NULL	NULL
7.3344e-08	NULL	0.626542	NULL	NULL	0.618182	NULL	NULL	NULL	0.62368	NULL
7.3536e-08	NULL	NULL	0.625523	NULL	NULL	0.619394	0.621964	NULL	NULL	0.624141
7.36e-08	NULL	NULL	NULL	NULL	0.618008	NULL	NULL	NULL	NULL	NULL
7.3664e-08	0.713929	0.626038	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7.3728e-08	NULL	NULL	NULL	0.616082	NULL	NULL	NULL	NULL	0.623362	NULL
7.3856e-08	NULL	0.625547	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7.392e-08	NULL	NULL	NULL	NULL	0.617405	NULL	0.621227	NULL	NULL	NULL
7.3952e-08	NULL	NULL	NULL	NULL	NULL	0.618686	NULL	NULL	NULL	NULL
7.3984e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.623202
7.408e-08	0.713808	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7.4112e-08	NULL	NULL	0.624891	0.615809	NULL	NULL	NULL	NULL	NULL	NULL
7.4208e-08	NULL	NULL	NULL	NULL	0.616866	NULL	NULL	NULL	NULL	NULL
7.424e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.63481	NULL	NULL
7.4304e-08	NULL	0.62425	NULL	NULL	NULL	0.618065	NULL	NULL	NULL	NULL
7.4464e-08	NULL	NULL	0.624945	0.615929	NULL	NULL	NULL	NULL	NULL	NULL
7.4496e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.634908	NULL	0.621983
7.456e-08	NULL	0.623774	NULL	NULL	NULL	NULL	0.619825	NULL	0.622297	NULL
7.4752e-08	0.713945	NULL	NULL	NULL	0.616363	0.617532	NULL	NULL	NULL	NULL
7.5392e-08	NULL	NULL	0.624032	NULL	NULL	NULL	NULL	0.634862	NULL	NULL
7.552e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.621768	NULL
7.5648e-08	NULL	NULL	NULL	NULL	NULL	0.616846	NULL	0.635104	NULL	NULL
7.5712e-08	NULL	NULL	NULL	NULL	0.615934	NULL	NULL	NULL	NULL	0.620466
7.5776e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.621786	NULL
7.584e-08	0.71356	NULL	NULL	0.615102	NULL	NULL	NULL	NULL	NULL	NULL
7.5904e-08	NULL	NULL	0.623144	NULL	0.616026	0.616917	NULL	NULL	NULL	NULL
7.6032e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.635976	NULL	NULL
7.6096e-08	NULL	NULL	NULL	0.615219	NULL	NULL	NULL	NULL	NULL	NULL
7.616e-08	0.713496	NULL	0.622598	NULL	NULL	NULL	NULL	NULL	NULL	0.620314
7.6352e-08	NULL	NULL	NULL	NULL	NULL	0.616575	0.617508	NULL	NULL	NULL
7.6384e-08	NULL	0.621444	NULL	NULL	0.615746	NULL	NULL	NULL	0.622372	NULL
7.6416e-08	NULL	NULL	0.622406	0.615227	NULL	NULL	NULL	NULL	NULL	NULL
7.648e-08	0.713559	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7.6544e-08	NULL	0.62159	NULL	NULL	0.615902	NULL	NULL	NULL	NULL	NULL
7.6608e-08	NULL	NULL	NULL	0.615242	NULL	0.616606	0.617595	NULL	0.622934	NULL
7.6736e-08	NULL	0.621668	NULL	NULL	0.615983	NULL	NULL	0.636179	NULL	NULL
7.68e-08	NULL	NULL	0.622459	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7.6864e-08	0.713747	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.622881	NULL
7.712e-08	NULL	NULL	NULL	0.61475	NULL	NULL	NULL	NULL	NULL	NULL
7.7184e-08	NULL	NULL	NULL	NULL	0.615875	0.615952	NULL	0.635817	NULL	NULL
7.7312e-08	0.713647	NULL	0.621983	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7.744e-08	NULL	0.621508	NULL	NULL	NULL	NULL	NULL	NULL	0.622189	NULL
7.7568e-08	NULL	NULL	NULL	NULL	0.615503	NULL	NULL	NULL	NULL	0.618428
7.7696e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.616978	NULL	NULL	NULL
7.7952e-08	0.713044	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7.808e-08	NULL	0.620837	0.620643	0.613522	NULL	0.614709	0.616451	NULL	NULL	0.617747
7.8656e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.615596	0.634562	0.620582	0.61693
7.8784e-08	NULL	NULL	NULL	NULL	0.614188	NULL	NULL	NULL	NULL	NULL
7.8848e-08	NULL	0.619833	NULL	NULL	NULL	0.613431	NULL	0.634842	NULL	NULL
7.8912e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.615623	NULL	NULL	0.616979
7.8976e-08	NULL	NULL	0.619058	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7.9072e-08	0.711347	NULL	NULL	NULL	NULL	NULL	0.615538	0.635057	NULL	0.616921
7.9168e-08	NULL	0.619831	NULL	NULL	NULL	0.613293	NULL	NULL	0.620385	NULL
7.9232e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.635187	NULL	NULL
7.936e-08	NULL	NULL	NULL	NULL	0.614421	NULL	NULL	NULL	NULL	NULL
7.9424e-08	NULL	NULL	NULL	0.611306	NULL	NULL	NULL	NULL	NULL	NULL
7.9616e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.635358	NULL	NULL
7.9648e-08	NULL	0.620033	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7.968e-08	NULL	NULL	NULL	NULL	NULL	0.613253	NULL	NULL	NULL	NULL
7.9744e-08	0.71044	0.620157	NULL	NULL	NULL	NULL	NULL	0.635547	NULL	NULL
7.9872e-08	NULL	NULL	NULL	0.610893	NULL	0.613157	NULL	NULL	NULL	NULL
8e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.635386	NULL	0.615985
8.0064e-08	NULL	NULL	NULL	NULL	0.613747	NULL	NULL	NULL	NULL	NULL
8.016e-08	NULL	0.619905	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
8.0192e-08	NULL	NULL	NULL	0.61088	NULL	NULL	NULL	NULL	NULL	NULL
8.0288e-08	NULL	NULL	NULL	NULL	0.613776	NULL	NULL	NULL	NULL	0.616155
8.032e-08	NULL	NULL	0.617453	NULL	NULL	NULL	0.613739	NULL	NULL	NULL
8.0416e-08	NULL	NULL	NULL	NULL	0.613752	NULL	NULL	NULL	NULL	NULL
8.0448e-08	NULL	NULL	NULL	0.61109	NULL	0.612702	NULL	NULL	NULL	0.616224
8.048e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.634935	NULL	NULL
8.0512e-08	NULL	NULL	0.617218	NULL	NULL	NULL	NULL	NULL	NULL	NULL
8.0608e-08	NULL	0.619637	NULL	NULL	NULL	0.612836	0.613451	NULL	NULL	NULL
8.0704e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.634993	NULL	NULL
8.0736e-08	NULL	NULL	NULL	0.611199	NULL	NULL	NULL	NULL	NULL	NULL
8.0768e-08	NULL	NULL	NULL	NULL	0.613241	NULL	NULL	NULL	NULL	NULL
8.0832e-08	NULL	NULL	NULL	NULL	NULL	0.613371	NULL	NULL	NULL	NULL
8.0864e-08	NULL	0.619927	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
8.0896e-08	NULL	NULL	NULL	0.611351	NULL	NULL	NULL	0.63488	0.617875	NULL
8.1024e-08	0.709015	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
8.1056e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.613283	NULL	NULL	NULL
8.1152e-08	NULL	NULL	NULL	NULL	NULL	0.613576	NULL	NULL	NULL	NULL
8.128e-08	NULL	0.620169	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.615971
8.1344e-08	NULL	NULL	NULL	0.611364	NULL	NULL	NULL	NULL	NULL	NULL
8.1408e-08	NULL	NULL	NULL	NULL	NULL	0.613382	NULL	NULL	NULL	NULL
8.1536e-08	0.708733	NULL	NULL	NULL	NULL	NULL	0.612795	NULL	0.61749	NULL
8.16e-08	NULL	NULL	NULL	NULL	0.612067	NULL	NULL	NULL	NULL	NULL
8.1664e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.615803
8.2176e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.615682
8.2304e-08	NULL	NULL	0.614043	NULL	0.611344	NULL	NULL	NULL	NULL	NULL
8.2432e-08	NULL	NULL	NULL	NULL	NULL	0.612299	0.612046	NULL	NULL	0.615589
8.256e-08	NULL	0.619893	NULL	NULL	0.611349	NULL	NULL	NULL	NULL	NULL
8.2624e-08	NULL	NULL	0.613835	NULL	NULL	NULL	NULL	0.633267	NULL	NULL
8.2688e-08	NULL	NULL	NULL	NULL	NULL	0.612516	NULL	NULL	0.616161	0.615838
8.2816e-08	NULL	NULL	0.613828	NULL	NULL	NULL	NULL	0.633359	NULL	NULL
8.2944e-08	NULL	0.620266	NULL	0.609841	0.611749	NULL	NULL	NULL	NULL	0.616039
8.3008e-08	NULL	NULL	NULL	NULL	NULL	0.612723	NULL	NULL	NULL	NULL
8.3072e-08	NULL	NULL	0.613452	NULL	NULL	NULL	NULL	0.633132	NULL	NULL
8.32e-08	NULL	0.620215	NULL	0.609804	0.611764	0.612663	NULL	NULL	NULL	0.616028
8.3712e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.615595	NULL
8.3776e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.610563	NULL	NULL	NULL
8.384e-08	NULL	NULL	NULL	NULL	0.611375	NULL	NULL	NULL	NULL	0.615556
8.3904e-08	0.706496	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
8.3968e-08	NULL	0.619551	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
8.4096e-08	NULL	NULL	NULL	NULL	0.611562	0.611932	0.610568	NULL	0.615445	0.615683
8.4224e-08	0.706525	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
8.4288e-08	NULL	NULL	NULL	NULL	NULL	0.612015	NULL	0.631745	0.615595	NULL
8.4352e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.610665	NULL	NULL	NULL
8.4416e-08	NULL	NULL	0.611065	NULL	0.611997	NULL	NULL	NULL	NULL	0.616011
8.448e-08	NULL	NULL	NULL	0.608676	NULL	0.612007	NULL	NULL	0.615709	NULL
8.4544e-08	0.706756	0.619173	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
8.4608e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.631632	NULL	NULL
8.4672e-08	NULL	NULL	0.6108	0.608785	NULL	NULL	0.610768	NULL	NULL	NULL
8.4704e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.615915	NULL
8.4736e-08	0.706948	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
8.4832e-08	NULL	NULL	NULL	NULL	0.612066	NULL	NULL	NULL	NULL	NULL
8.4928e-08	NULL	NULL	0.610817	NULL	NULL	0.61193	NULL	0.632239	NULL	NULL
8.496e-08	NULL	NULL	NULL	NULL	0.612342	NULL	NULL	NULL	NULL	NULL
8.5056e-08	0.707335	NULL	NULL	NULL	0.612573	NULL	NULL	NULL	0.616493	NULL
8.5088e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.632596	NULL	NULL
8.512e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.611534	NULL	NULL	NULL
8.5184e-08	NULL	0.618069	0.611094	0.609562	0.612554	0.612097	NULL	0.632559	0.616599	NULL
8.5248e-08	0.707358	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.615486
8.5312e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.61148	NULL	NULL	NULL
8.5376e-08	NULL	0.617737	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
8.5504e-08	NULL	NULL	0.610831	NULL	NULL	NULL	NULL	NULL	NULL	0.615108
8.5696e-08	NULL	0.617505	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
8.576e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.611332	NULL	NULL	NULL
8.5824e-08	NULL	NULL	NULL	NULL	NULL	0.611779	NULL	NULL	NULL	NULL
8.5888e-08	NULL	NULL	0.610657	0.609392	0.611764	NULL	NULL	0.631772	0.616336	0.614921
8.5952e-08	NULL	0.617529	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
8.6016e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.611489	NULL	NULL	NULL
8.6144e-08	NULL	0.617628	0.610727	0.609579	NULL	NULL	0.61154	NULL	0.616474	0.614964
8.6272e-08	NULL	NULL	NULL	NULL	NULL	0.611958	NULL	NULL	NULL	NULL
8.6656e-08	0.706437	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
8.6784e-08	NULL	NULL	NULL	NULL	0.610964	0.611771	NULL	NULL	NULL	NULL
8.6912e-08	0.706495	0.617284	NULL	0.609325	NULL	NULL	0.611272	0.630859	NULL	0.613994
8.704e-08	NULL	NULL	0.60998	NULL	0.611098	0.611994	NULL	NULL	0.615932	NULL
8.7168e-08	NULL	0.617639	NULL	0.609717	NULL	NULL	0.611657	NULL	NULL	NULL
8.7232e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.631013	NULL	NULL
8.7296e-08	NULL	0.617985	NULL	0.610088	NULL	NULL	0.612041	NULL	NULL	NULL
8.7424e-08	NULL	NULL	0.609982	NULL	0.611757	0.612708	NULL	0.631085	0.616092	NULL
8.7552e-08	0.70715	0.61802	NULL	0.610153	NULL	NULL	0.61213	NULL	NULL	NULL
8.7808e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.615959	NULL
8.7872e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.631042	NULL	NULL
8.7936e-08	NULL	0.618059	NULL	0.610232	NULL	NULL	0.612216	NULL	NULL	NULL
8.8e-08	NULL	NULL	NULL	NULL	0.611376	NULL	NULL	NULL	0.616068	NULL
8.8064e-08	NULL	NULL	NULL	NULL	NULL	0.612392	NULL	NULL	NULL	NULL
8.8192e-08	NULL	0.618256	NULL	0.610466	NULL	NULL	0.612451	NULL	0.61618	NULL
8.832e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.631288	NULL	NULL
8.8832e-08	NULL	0.617848	NULL	NULL	0.610779	NULL	NULL	NULL	0.61576	0.611867
8.9088e-08	NULL	NULL	NULL	NULL	NULL	0.611966	NULL	NULL	NULL	NULL
8.9216e-08	0.706663	NULL	NULL	NULL	0.610719	NULL	NULL	0.631085	NULL	0.611731
8.9408e-08	NULL	NULL	NULL	0.610243	NULL	0.612165	0.612254	NULL	NULL	NULL
8.96e-08	NULL	NULL	NULL	0.610317	0.610928	0.612279	0.612333	0.631336	NULL	0.611856
8.9856e-08	0.706862	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9.0112e-08	NULL	NULL	NULL	0.610008	0.610626	0.612086	0.612044	0.631122	NULL	0.611442
9.0624e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.614277	NULL
9.1136e-08	NULL	NULL	0.606062	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9.1648e-08	NULL	0.615616	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9.1904e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.609414
9.216e-08	NULL	NULL	0.605197	NULL	NULL	NULL	NULL	0.629954	NULL	NULL
9.2288e-08	0.706226	NULL	NULL	NULL	0.60871	NULL	0.610173	NULL	NULL	NULL
9.248e-08	NULL	NULL	0.605291	NULL	NULL	NULL	NULL	0.630126	NULL	NULL
9.2544e-08	NULL	NULL	NULL	0.607821	NULL	NULL	NULL	NULL	NULL	NULL
9.2672e-08	0.706509	NULL	0.605328	NULL	NULL	NULL	NULL	0.630208	NULL	NULL
9.3056e-08	NULL	NULL	NULL	NULL	NULL	0.610623	NULL	NULL	NULL	NULL
9.3184e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.607706
9.3376e-08	NULL	0.61431	NULL	NULL	NULL	0.61067	NULL	NULL	NULL	NULL
9.344e-08	0.70657	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9.3504e-08	NULL	NULL	NULL	0.607033	NULL	NULL	NULL	NULL	NULL	NULL
9.3568e-08	NULL	NULL	0.60478	NULL	NULL	0.610894	0.609057	0.629882	0.61189	NULL
9.3696e-08	0.706978	0.614343	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9.3824e-08	NULL	NULL	NULL	0.60706	NULL	NULL	NULL	NULL	NULL	NULL
9.3888e-08	NULL	0.614552	NULL	NULL	NULL	NULL	0.609137	NULL	0.612128	NULL
9.3952e-08	0.707512	NULL	0.604897	NULL	NULL	NULL	NULL	0.630069	NULL	NULL
9.408e-08	NULL	0.614871	NULL	NULL	NULL	NULL	0.609271	NULL	0.612438	NULL
9.4144e-08	NULL	NULL	NULL	0.6073	NULL	NULL	NULL	NULL	NULL	NULL
9.4208e-08	NULL	NULL	NULL	NULL	NULL	0.612396	NULL	NULL	NULL	NULL
9.4336e-08	0.707913	0.615083	NULL	NULL	NULL	NULL	NULL	NULL	0.612627	NULL
9.4464e-08	NULL	NULL	NULL	NULL	0.606716	NULL	0.609075	NULL	NULL	NULL
9.4656e-08	NULL	NULL	NULL	NULL	NULL	0.612624	NULL	NULL	NULL	NULL
9.4912e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.605418
9.4976e-08	NULL	0.6152	NULL	NULL	0.606696	0.612844	0.608963	NULL	NULL	NULL
9.504e-08	0.708176	NULL	NULL	0.607224	NULL	NULL	NULL	NULL	0.612376	NULL
9.5232e-08	0.70833	0.615431	NULL	0.607347	0.606888	0.613162	0.609105	NULL	NULL	NULL
9.5488e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.629055	NULL	NULL
9.5744e-08	0.708173	0.615184	NULL	0.607036	0.606626	0.613101	0.608669	NULL	NULL	NULL
9.6512e-08	NULL	NULL	0.602922	NULL	0.60623	0.612954	NULL	0.628481	0.611767	NULL
9.6768e-08	NULL	0.61468	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9.6896e-08	NULL	NULL	0.60304	NULL	0.606585	0.613217	NULL	0.62873	0.612089	NULL
9.7088e-08	NULL	0.614882	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9.728e-08	NULL	0.614917	NULL	NULL	NULL	NULL	NULL	0.629401	0.61287	NULL
9.7344e-08	NULL	NULL	NULL	NULL	0.60767	NULL	NULL	NULL	NULL	NULL
9.7408e-08	NULL	NULL	NULL	NULL	NULL	0.614047	NULL	NULL	NULL	0.602219
9.7536e-08	NULL	NULL	0.603708	NULL	0.607736	NULL	NULL	0.629344	0.612866	NULL
9.792e-08	NULL	NULL	NULL	NULL	NULL	0.614094	NULL	NULL	NULL	NULL
9.8048e-08	NULL	0.6144	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9.8176e-08	0.707274	NULL	NULL	0.605438	NULL	NULL	NULL	NULL	NULL	NULL
9.8304e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.612714	NULL
9.8432e-08	NULL	NULL	0.603553	NULL	NULL	0.614228	NULL	0.629049	NULL	NULL
9.856e-08	0.707491	NULL	NULL	0.605564	0.607207	NULL	NULL	NULL	NULL	NULL
9.8624e-08	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.612978	NULL
9.8688e-08	NULL	NULL	NULL	0.605736	NULL	NULL	NULL	NULL	NULL	0.600669
9.8816e-08	0.707702	NULL	0.603879	NULL	NULL	0.614662	NULL	0.629273	0.613116	NULL
9.9072e-08	NULL	NULL	NULL	0.605681	NULL	NULL	NULL	NULL	NULL	NULL
9.9456e-08	NULL	NULL	NULL	NULL	NULL	NULL	0.60484	NULL	NULL	NULL
9.9584e-08	NULL	0.613439	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9.9712e-08	NULL	NULL	NULL	0.605455	0.606662	NULL	NULL	0.628696	NULL	NULL
9.984e-08	0.707818	NULL	0.603678	NULL	NULL	0.614777	NULL	NULL	0.613011	NULL
9.9904e-08	NULL	0.613557	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9.9968e-08	NULL	NULL	NULL	0.605668	0.606891	NULL	NULL	NULL	NULL	NULL
1.00096e-07	NULL	0.613752	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.0016e-07	NULL	NULL	0.603971	0.605767	0.607004	0.615166	NULL	NULL	0.613328	NULL
1.00224e-07	0.708112	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.00352e-07	NULL	0.613657	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.00608e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.598582
1.00992e-07	0.708196	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.01056e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.598382
1.0112e-07	NULL	0.613362	0.60379	NULL	NULL	NULL	NULL	0.627793	NULL	NULL
1.01248e-07	NULL	NULL	NULL	NULL	0.606746	NULL	NULL	NULL	0.613173	0.598525
1.01312e-07	0.708573	NULL	0.604111	0.605455	NULL	0.615236	NULL	NULL	NULL	NULL
1.0144e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.627995	NULL	NULL
1.01504e-07	0.708985	NULL	0.604559	0.605534	0.606924	0.615544	NULL	NULL	0.613369	0.599017
1.01632e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.628019	NULL	NULL
1.01696e-07	NULL	NULL	NULL	NULL	NULL	NULL	0.602691	NULL	NULL	NULL
1.01824e-07	NULL	NULL	0.604545	NULL	NULL	NULL	NULL	NULL	NULL	0.598876
1.01888e-07	0.709096	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.02144e-07	NULL	NULL	NULL	NULL	0.606958	NULL	NULL	NULL	0.613455	NULL
1.02208e-07	NULL	0.613596	NULL	NULL	NULL	0.615945	NULL	NULL	NULL	NULL
1.02272e-07	NULL	NULL	NULL	0.605075	NULL	NULL	NULL	NULL	NULL	NULL
1.024e-07	NULL	0.613722	NULL	NULL	0.607186	0.616183	0.602161	0.627535	0.613739	NULL
1.02784e-07	0.709185	NULL	NULL	NULL	NULL	NULL	0.602095	NULL	NULL	NULL
1.02976e-07	NULL	NULL	NULL	NULL	NULL	0.616609	NULL	NULL	0.614014	NULL
1.0304e-07	NULL	0.613397	NULL	NULL	0.606971	NULL	NULL	NULL	NULL	NULL
1.03168e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.614091	NULL
1.03296e-07	NULL	NULL	NULL	0.604531	NULL	0.616763	0.602223	NULL	NULL	NULL
1.03424e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.626973	NULL	NULL
1.03552e-07	NULL	NULL	0.603817	NULL	0.606895	NULL	NULL	NULL	NULL	NULL
1.03616e-07	NULL	0.613225	NULL	0.604616	NULL	NULL	NULL	NULL	NULL	NULL
1.0368e-07	NULL	NULL	NULL	NULL	NULL	0.616944	NULL	NULL	NULL	0.597319
1.03808e-07	NULL	NULL	0.604073	0.604834	0.607065	NULL	0.602162	0.627107	NULL	NULL
1.03872e-07	0.710111	0.613398	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1.03936e-07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.614152	NULL
1.04064e-07	NULL	0.613468	NULL	NULL	0.607273	NULL	NULL	0.627278	NULL	NULL
1.04128e-07	NULL	NULL	0.604655	0.605418	NULL	0.617358	NULL	NULL	NULL	0.59742
1.04192e-07	0.710569	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.614333	NULL
1.0432e-07	NULL	NULL	0.604689	0.605453	NULL	NULL	NULL	NULL	NULL	NULL
1.04448e-07	NULL	NULL	NULL	NULL	NULL	NULL	0.602348	NULL	NULL	NULL
